,OccBeds,MaxBeds,OccCovBeds,CovLvl3Beds,MaxCovBeds,FreeNurse,Wait,CovWait,CovArrive,CovNotTreated,CovDeaths,SideroomWard,SideroomITU,WardBeds,CovWardBeds,run,CovLvl2Beds
188,5.62,10,4.62,2.706667,2706,3486.42,0,0,1.006667,0,0.193333,0,0.233333,11.846667,5.946667,75.5,1.913333
189,5.446667,10,4.433333,2.606667,2706,3486.913333,0.04,0.006667,1.033333,0,0.093333,0,0.253333,12.053333,5.613333,75.5,1.826667
190,5.346667,10,4.306667,2.393333,2706,3487.22,0.04,0,0.946667,0,0.133333,0,0.24,11.973333,5.246667,75.5,1.913333
191,5.386667,10,4.18,2.28,2706,3487.42,0.033333,0,0.973333,0,0.12,0,0.293333,11.986667,4.973333,75.5,1.9
192,5.46,10,3.98,2.153333,2706,3487.686667,0.046667,0,1.033333,0,0.113333,0,0.2,11.993333,4.78,75.5,1.826667
193,5.52,10,3.86,2.053333,2706,3487.84,0.02,0,0.98,0,0.093333,0,0.24,11.96,4.56,75.5,1.806667
194,5.52,10,3.706667,1.98,2706,3488.046667,0.02,0,0.973333,0,0.14,0,0.24,11.993333,4.36,75.5,1.726667
195,5.54,10,3.573333,1.94,2706,3488.293333,0.006667,0,1.04,0,0.1,0,0.26,12.006667,4.18,75.5,1.633333
196,5.4,10,3.58,1.893333,2706,3488.486667,0.026667,0.006667,0.966667,0,0.133333,0,0.28,12.186667,3.926667,75.5,1.686667
197,5.46,10,3.373333,1.913333,2706,3488.78,0.013333,0,0.926667,0,0.146667,0,0.266667,12.113333,3.82,75.5,1.46
198,5.453333,10,3.233333,1.846667,2706,3489,0.013333,0.006667,0.966667,0,0.106667,0,0.24,12.113333,3.746667,75.5,1.386667
199,5.346667,10,3.246667,1.913333,2706,3489.086667,0.006667,0,0.96,0,0.08,0,0.306667,12.213333,3.593333,75.5,1.333333
200,5.52,10,3.14,1.913333,2706,3489.106667,0.006667,0,0.98,0,0.12,0,0.213333,11.993333,3.48,75.5,1.226667
201,5.58,10,3.173333,1.866667,2706,3489.04,0.006667,0,0.966667,0,0.113333,0,0.313333,11.893333,3.353333,75.5,1.306667
